Output Belt,2023-10-01,2023-10-02,2023-10-03,2023-10-04,2023-10-05,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12,2023-10-13,2023-10-14
616,[0.0],[5.0],[14.0],[11.0],[10.0],[13.0],[0.0],[0.0],[6.0],[13.0],[10.0],[16.0],[15.0],[0.0]
617,[0.0],[3.0],[17.0],[16.0],[17.0],[17.0],[0.0],[1.0],[5.0],[19.0],[17.0],[23.0],[19.0],[0.0]
618,[1.0],[58.0],[130.0],[118.0],[110.0],[85.0],[0.0],[1.0],[103.0],[143.0],[119.0],[119.0],[120.0],[0.0]
619,[0.0],[14.0],[43.0],[36.0],[32.0],[30.0],[0.0],[1.0],[25.0],[47.0],[38.0],[42.0],[38.0],[0.0]
620,[1.0],[22.0],[72.0],[62.0],[56.0],[46.0],[0.0],[1.0],[42.0],[81.0],[68.0],[69.0],[66.0],[0.0]
621,[1.0],[30.0],[80.0],[70.0],[64.0],[52.0],[0.0],[1.0],[51.0],[85.0],[71.0],[73.0],[69.0],[0.0]
622,[1.0],[31.0],[93.0],[82.0],[74.0],[59.0],[0.0],[1.0],[57.0],[100.0],[81.0],[82.0],[78.0],[0.0]
623,[1.0],[18.0],[81.0],[76.0],[70.0],[58.0],[0.0],[1.0],[43.0],[91.0],[80.0],[82.0],[78.0],[0.0]
624,[1.0],[15.0],[81.0],[79.0],[74.0],[63.0],[0.0],[1.0],[44.0],[93.0],[83.0],[86.0],[80.0],[0.0]
625,[1.0],[29.0],[99.0],[93.0],[85.0],[69.0],[0.0],[1.0],[54.0],[107.0],[93.0],[94.0],[91.0],[0.0]
650,[0.0],[18.0],[51.0],[44.0],[39.0],[35.0],[0.0],[1.0],[31.0],[54.0],[46.0],[50.0],[43.0],[0.0]
651,[0.0],[18.0],[67.0],[64.0],[64.0],[55.0],[0.0],[1.0],[36.0],[73.0],[66.0],[69.0],[64.0],[0.0]
652,[1.0],[25.0],[89.0],[83.0],[78.0],[65.0],[0.0],[1.0],[44.0],[93.0],[83.0],[87.0],[83.0],[0.0]
653,[1.0],[18.0],[67.0],[62.0],[60.0],[52.0],[0.0],[1.0],[39.0],[70.0],[61.0],[65.0],[61.0],[0.0]
654,[1.0],[31.0],[65.0],[56.0],[54.0],[47.0],[0.0],[1.0],[45.0],[67.0],[58.0],[62.0],[57.0],[0.0]
655,[0.0],[24.0],[76.0],[71.0],[67.0],[55.0],[0.0],[1.0],[44.0],[82.0],[72.0],[74.0],[69.0],[0.0]
708,[2.0],[18.0],[52.0],[46.0],[43.0],[38.0],[0.0],[1.0],[39.0],[55.0],[45.0],[49.0],[46.0],[0.0]
758,[4.0],[622.0],[658.0],[567.0],[500.0],[432.0],[2.0],[10.0],[659.0],[658.0],[553.0],[511.0],[510.0],[4.0]
855,[5.0],[167.0],[292.0],[254.0],[250.0],[203.0],[0.0],[8.0],[250.0],[337.0],[279.0],[261.0],[262.0],[1.0]
958,[8.0],[279.0],[391.0],[324.0],[314.0],[258.0],[0.0],[9.0],[354.0],[405.0],[337.0],[324.0],[331.0],[1.0]
